Video_ID	Title	Blurb	Category_A	Category_B	Category_C	Language	Length_of_Video	Marked_Price	Rating	Reviews_Num	Selling_Price	Students_Num	Students_of_Tch_1	Name_of_Tch_1_x	Courses_of_Tch_1	Reviews_of_Tch_1	Rating_of_Tch_1	Url	showup	smile_proportion	beginning	middle	end	Intensity	asymmetry	beauty	quality	video_length	Name_of_Tch_1_y	gender	path	preview	male	description_length	log_description_length	category
1302322	4 Strategies that Will Make you a Professional Day Trader	Learn how to analyze gaps, breakouts, candle patterns while also discovering where to enter, exit and place stops.	Finance & Accounting	Investing & Trading	Day Trading	English	5 hours	34.99	4.639949	645	14.99	3269	3535	Jerremy Newsome	6	727	4.532598334	https://www.udemy.com/course/4-strategies-that-will-make-you-a-professional-day-trader/	1.0	0.0017211703958691	0.0	0.0	0.005181347150259	0.4621106733907058	0.0983925190347532	2.6872185079173847	0.7881320118904114	116.56666666666666	Jerremy Newsome	male	/home/xyubl/Downloads/video_1-100/1302322.mp4	1	1	18	2.8903717578961645	finance
1303001	Introduction to Accounting in 1 hour - Free ebook included!	Get a quick introduction to Accounting. Understand the basic concepts fast.	Finance & Accounting	Accounting & Bookkeeping	Accounting	English	1 hour	84.99	4.2860427	96	14.99	2035	43770	Stefan Ignatovski, Ph.D.	10	9290	4.376841668	https://www.udemy.com/course/accountingintroduction/	0.0								0.661205530166626	39.6	Stefan Ignatovski, Ph.D.	male	/home/xyubl/Downloads/video_1-100/1303001.mp4	1	1	11	2.3978952727983707	finance
1309874	Bitcoin, Litecoin & Dash CryptoCurrency Bundle 10 Hours	(3 Course Bundle) Do u want Learn the future? If yes! then learn Bitcoin, Litecoin & Dash CryptoCurrency in 10 hours.	Finance & Accounting	Cryptocurrency & Blockchain	Bitcoin	English	10.5 hours	84.99	4.4095535	79	14.99	19705	226121	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	51	5078	4.516906383	https://www.udemy.com/course/bitcoin-dash-litecoin-bundle/	1.0	0.2215088282504012	0.2764423076923077	0.2	0.1879518072289156	0.3620106791396467	0.8980661760929263	2.4285365960674152	0.8037785291671753	249.63333333333333	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	male	/home/xyubl/Downloads/video_1-100/1309874.mp4	1	1	21	3.044522437723423	finance
1313406	Pairs Trading Analysis with Python	Learn pairs trading analysis from basic to expert level through a practical course with Python programming language.	Finance & Accounting	Investing & Trading	Python	English	6.5 hours	24.99	4.1197586	103	14.99	822	12353	Diego Fernandez	36	2397	3.783463649	https://www.udemy.com/course/pairs-trading-analysis-with-python/	0.0	1.0	1.0	1.0	1.0	0.2307269833333332	0.0842187477087227	3.2634450675	0.6616171598434448	140.33333333333334	Diego Fernandez	male	/home/xyubl/Downloads/video_1-100/1313406.mp4	1	1	17	2.833213344056216	finance
1316818	#1 Cryptocurrency Long-term Investment Opportunity 2017/2018	Learn Long-term Cryptocurrency Investing and see which Alt Coin I think is the best investment opportunity in 2017!	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	2 hours	84.99	2.8277323	4065	14.99	13938	378239	Suppoman ?	31	43968	4.464631189	https://www.udemy.com/course/cryptocurrency-course/	1.0	0.111660777385159	0.1186440677966101	0.097457627118644	0.1188959660297239	0.3805194486413422	0.5725645494661384	2.83404680657244	0.7450527548789978	284.1333333333333	Suppoman ?	male	/home/xyubl/Downloads/video_1-100/1316818.mp4	1	1	18	2.8903717578961645	finance
1317578	Learn Cryptocurrency AltCoin Trading and ICO Investing	The real deal behind Crypto Trading and ICO's.	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	2 hours	19.99	3.9418626	1682	14.99	8340	12608	Jason Appleton	5	2005	4.04933322	https://www.udemy.com/course/learn-cryptocurrency-altcoin-trading-and-ico-investing/	1.0	0.0255474452554744	0.0217391304347826	0.0109890109890109	0.0439560439560439	0.3582917673759125	0.7632306930118363	2.5220938594890523	0.7918658256530762	54.96666666666667	Jason Appleton	male	/home/xyubl/Downloads/video_1-100/1317578.mp4	1	1	8	2.079441541679836	finance
1318638	ACCA: AA (F8) - Audit and assurance	Learn what auditors are, what auditors do and how to become an auditor.	Finance & Accounting	Accounting & Bookkeeping	ACCA	English	6.5 hours	99.99	4.574672	119	17.99	570	7593	Rowan Malherbe	12	1538	4.384437329	https://www.udemy.com/course/acca-f8-audit-and-assurance/	0.0								0.5250173807144165	863.8	Rowan Malherbe	male	/home/xyubl/Downloads/video_1-100/1318638.mp4	1	1	13	2.5649493574615367	finance
1319136	Reversal Candlestick Trading Strategy - Forex/Stock Trading	Master The Most Profitable Reversal Candlestick Patterns to Make Consistent Winning Trades in Forex & Stock Trading	Finance & Accounting	Investing & Trading	Candlestick Trading	English	1 hour	84.99	4.7460093	892	14.99	4460	12642	Syed Rahman	3	3571	4.487343136	https://www.udemy.com/course/mastering-the-strongest-trend-reversal-candlestick-patterns/	0.0	0.0	0.0	0.0	0.0	0.3129536083333333	0.2898192479451991	3.7406948083333336	0.6300289034843445	140.66666666666666	Syed Rahman	male	/home/xyubl/Downloads/video_1-100/1319136.mp4	1	1	17	2.833213344056216	finance
1320968	ACCA: FA (F3) Financial Accounting	Let's get to grasps of how to perform the basics of financial accounting.	Finance & Accounting	Accounting & Bookkeeping	ACCA	English	5 hours	84.99	4.539341	711	14.99	2486	7592	Rowan Malherbe	12	1538	4.384437329	https://www.udemy.com/course/acca-f3-financial-accounting/	0.0								0.5796257853507996	1064.0	Rowan Malherbe	male	/home/xyubl/Downloads/video_1-100/1320968.mp4	1	1	13	2.5649493574615367	finance
1322900	Business Analysis Fundamentals for Management Consultants	A practical guide for Business Analysts and Management Consultants with exercises in Excel	Finance & Accounting	Financial Modeling & Analysis	Business Analysis	English	7.5 hours	84.99	4.090076	169	14.99	4565	111693	Asen Gyczew	58	20374	4.422387374	https://www.udemy.com/course/business-analysis-fundamentals-for-management-consultants/	0.0								0.6558592319488525	90.0	Asen Gyczew	male	/home/xyubl/Downloads/video_1-100/1322900.mp4	1	1	13	2.5649493574615367	finance
1326708	MBA ASAP Corporate Finance Fundamentals for Career Success	Concepts and Tools of Financial Analysis, Investing, Money Management, and Decision Making	Finance & Accounting	Finance	Corporate Finance	English	6 hours	34.99	4.409763	3153	14.99	7067	7442	John Cousins	9	3191	4.353288369	https://www.udemy.com/course/corporate-finance-fundementals/	1.0	0.0011655011655011	0.0	0.0	0.0034965034965034	0.4884829686013987	0.3695739499937309	2.554627974358976	0.8477590084075928	211.4	John Cousins	male	/home/xyubl/Downloads/video_1-100/1326708.mp4	1	1	12	2.4849066497880004	finance
1327966	Forex Trading on London, New York & Tokyo + Unique Indicator	Forex Trading Course for Beginenrs and Day Traders: Learn Day Trading Using a Great Forex Indicator	Finance & Accounting	Investing & Trading	Forex	English	2 hours	84.99	4.237891	281	14.99	1804	46860	Petko Zhivkov Aleksandrov	45	7481	4.552836776	https://www.udemy.com/course/london-opening-forex-system/	0.0	0.0	0.0	0.0	0.0	0.5139831874545453	0.7122336934981884	3.187718270909092	0.6630399227142334	76.93333333333334	Petko Zhivkov Aleksandrov	male	/home/xyubl/Downloads/video_1-100/1327966.mp4	1	1	16	2.772588722239781	finance
1329178	ACCA: AB (F1) Accountant in Business	Let's find out what an accountant does on a daily basis	Finance & Accounting	Accounting & Bookkeeping	ACCA	English	6 hours	89.99	4.5411015	93	15.99	1648	7593	Rowan Malherbe	12	1538	4.384437329	https://www.udemy.com/course/acca-f1-accountant-in-business/	0.0								0.5343995094299316	306.0	Rowan Malherbe	male	/home/xyubl/Downloads/video_1-100/1329178.mp4	1	1	11	2.3978952727983707	finance
1333462	Risk Reversal Options Trading Strategy Certification	Options Traders darling is Risk Reversal Strategy. Yes this Options Trading strategy helps u reverse Stock trading Risk!	Finance & Accounting	Finance Cert & Exam Prep	Options Trading	English	2.5 hours	84.99	4.366775	79	14.99	7143	226120	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	51	5078	4.516906383	https://www.udemy.com/course/risk-reversal-options/	1.0	0.1947291361639824	0.3333333333333333	0.1008771929824561	0.1497797356828193	0.3890363029721812	0.765573183153754	2.3000099036603223	0.7854663133621216	136.83333333333334	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	male	/home/xyubl/Downloads/video_1-100/1333462.mp4	1	1	18	2.8903717578961645	finance
1333638	Basics of GST in India A Comprehensive Study	Gain insight into Theoretical as well as Practical angle of GST from this course based on CA Intermediate Syllabus	Finance & Accounting	Taxes	Goods and Services Tax	English	12 hours	94.99	4.307924	379	16.99	1647	194016	Raja Natarajan, B.Com., PGDBA, FCA	111	10916	4.20030241	https://www.udemy.com/course/gst-in-india/	0.0	0.9759036144578314	0.9642857142857144	1.0	0.9629629629629628	0.2145881975783131	1.2235073348070156	3.204530685542168	0.7178792357444763	613.7	Raja Natarajan, B.Com., PGDBA, FCA	male	/home/xyubl/Downloads/video_1-100/1333638.mp4	1	1	19	2.9444389791664403	finance
1333646	Accounting for ECommerce Business A Complete Study	Comprehensive Course on E Commerce and its Accounting based on CA Final Syllabus	Finance & Accounting	Accounting & Bookkeeping	Accounting	English	2.5 hours	39.99	4.179541	186	14.99	29771	194016	Raja Natarajan, B.Com., PGDBA, FCA	111	10916	4.20030241	https://www.udemy.com/course/accounting-for-ecommerce-business-a-complete-study/	0.0	0.967032967032967	0.935483870967742	1.0	0.9666666666666668	0.246704803978022	1.376174846723754	3.184613330769229	0.7260385155677795	108.1	Raja Natarajan, B.Com., PGDBA, FCA	male	/home/xyubl/Downloads/video_1-100/1333646.mp4	1	1	13	2.5649493574615367	finance
1334808	Top 10 EURUSD Expert Advisors - Forex Algorithmic Trading	Get 50 EURUSD EAs Every Month and Learn How to Trade the Best EURUSD Expert Advisors for Forex Algorithmic Trading	Finance & Accounting	Investing & Trading	Forex	English	2.5 hours	84.99	4.3116903	309	14.99	1773	46894	Petko Zhivkov Aleksandrov	45	7481	4.552836776	https://www.udemy.com/course/top-10-eurusd-strategies-forex-automated-trading/	1.0	0.0	0.0	0.0	0.0	0.3942764859242421	0.2286566020708828	2.6328913130303024	0.736454427242279	148.5	Petko Zhivkov Aleksandrov	male	/home/xyubl/Downloads/video_1-100/1334808.mp4	1	1	20	2.995732273553991	finance
1335422	Introduction to Managerial Accounting	Introduction to accounting for managers and MBA students. Learn managerial and cost accounting.	Finance & Accounting	Accounting & Bookkeeping	Cost Accounting	English	38 mins	84.99	4.0181065	557	14.99	6307	43770	Stefan Ignatovski, Ph.D.	10	9290	4.376841668	https://www.udemy.com/course/introduction-to-cost-accounting/	0.0								0.7524636387825012	149.16666666666666	Stefan Ignatovski, Ph.D.	male	/home/xyubl/Downloads/video_1-100/1335422.mp4	1	1	13	2.5649493574615367	finance
1338478	#1 Ultimate Crypto Currency Investing Program + Extras	The Ultimate guide to Crypto Currency	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	3.5 hours	84.99	4.257347	248	14.99	1216	1361	James Part Time Entrepreneur	3	283	4.292932367	https://www.udemy.com/course/1-ultimate-crypto-currency-investing-program-extras/	0.0	0.0	0.0	0.0	0.0	0.4213345039215684	0.6076422895767036	3.110096894117648	0.756534993648529	10.066666666666666	James Part Time Entrepreneur	male	/home/xyubl/Downloads/video_1-100/1338478.mp4	1	1	6	1.791759469228055	finance
1342930	Customer Due Diligence: AML Controls and Procedures	KYC, CDD, EDD & AML Risk Inclusive	Finance & Accounting	Compliance	Anti-Money Laundering	English	1 hour	49.99	4.358846	495	14.99	1303	2234	g-Log Consult	4	936	4.182071134	https://www.udemy.com/course/kyc-cdd-edd/	0.0								0.6060876846313477	634.8479786167725	g-Log Consult	male	/home/xyubl/Downloads/video_1-100/1342930.mp4	1	1	7	1.9459101490553128	finance
1345142	Day Trading & Momentum Strategies for the Stock Market	Learn from a day trading champion who was ranked 12th in Day Trading Proadvisory Championship for Stock Market in India	Finance & Accounting	Finance	Day Trading	English	2.5 hours	84.99	4.748746	367	14.99	1963	31601	Indian Insight	5	6250	4.558206101	https://www.udemy.com/course/day-trading-strategies-for-the-stock-market/	1.0	0.0	0.0	0.0	0.0	0.2639291406932909	0.449165358078967	2.524725232907347	0.7097561359405518	216.9	Indian Insight	unknown	/home/xyubl/Downloads/video_1-100/1345142.mp4	1	1	20	2.995732273553991	finance
1345224	Algorithmic Cryptocurrency Trading + Top 5 Robots in 2021	Learn the Top 5 Strategies for Algorithmic Cryptocurrency Trading in 2021 + 5 Robots Included	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	2.5 hours	84.99	4.2585583	586	14.99	5703	46880	Petko Zhivkov Aleksandrov	45	7481	4.552836776	https://www.udemy.com/course/cryptocurrency-algorithmic-trading-the-revolution/	1.0	0.5674074074074074	0.48	0.6088888888888889	0.6133333333333333	0.3367484189333333	0.7410534196571645	2.5649219084444432	0.8379901051521301	184.96666666666667	Petko Zhivkov Aleksandrov	male	/home/xyubl/Downloads/video_1-100/1345224.mp4	1	1	15	2.70805020110221	finance
1345598	Bookkeeping: Basics Training	Learn the basics of bookkeeping	Finance & Accounting	Accounting & Bookkeeping	Bookkeeping	English	1.5 hours	84.99	3.3653178	181	14.99	2987	43770	Stefan Ignatovski, Ph.D.	10	9290	4.376841668	https://www.udemy.com/course/bookkeeping1/	1.0	0.0148148148148148	0.0222222222222222	0.0	0.0222222222222222	0.5347692748888886	0.5537007932840923	2.836098400000001	0.7193557620048523	27.73333333333333	Stefan Ignatovski, Ph.D.	male	/home/xyubl/Downloads/video_1-100/1345598.mp4	1	1	5	1.6094379124341005	finance
1346028	Investment Banking: The Complete Financial Ratio Analysis	Investment Banking For Investors & Financial Analysts - How to Perform Financial Statement Analysis & Company Valuation	Finance & Accounting	Finance	Investment Banking	English	4.5 hours	94.99	4.3820276	347	16.99	2482	193942	Wealthy Education	58	30496	4.348904056	https://www.udemy.com/course/the-complete-investment-banking-course/	0.0								0.6249769330024719	115.43333333333334	Wealthy Education	male	/home/xyubl/Downloads/video_1-100/1346028.mp4	1	1	17	2.833213344056216	finance
1349152	Cryptocurrency: Complete Bitcoin, Ethereum, Altcoins! (8 HR)	Bitcoin & Other Cryptocurrency Is Growing Fast. Master Cryptocurrency Use & Successful Investing In Bitcoin & Altcoins!	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	8 hours	94.99	4.6416035	2475	16.99	51326	381970	Steve Ballinger, MBA	35	52075	4.46637239	https://www.udemy.com/course/cryptocurrency-complete-bitcoin-ethereum-course/	1.0	0.0525568181818181	0.0936170212765957	0.0127659574468085	0.0512820512820512	0.4065062006321023	0.7123829499484087	2.447651305539772	0.7102488279342651	230.63333333333333	Steve Ballinger, MBA	male	/home/xyubl/Downloads/video_1-100/1349152.mp4	1	1	17	2.833213344056216	finance
1349394	Company Valuation & Financial Modeling	Learn comprehensive financial modeling, forecasting and business valuation techniques for Finance professionals	Finance & Accounting	Financial Modeling & Analysis	Company Valuation	English	6 hours	74.99	4.2624946	2006	16.99	10156	51085	Ashish Agarwal	15	9598	4.296591126	https://www.udemy.com/course/the-valuation-analyst-skills-training-vast-course/	1.0	0.0038461538461538	0.0	0.0114942528735632	0.0	0.6665556464846155	0.3174200809291322	3.959288773461536	0.8508181571960449	100.54166666666669	Ashish Agarwal	male	/home/xyubl/Downloads/video_101-200/1349394.mp4	1	1	12	2.4849066497880004	finance
1349672	DIY Advance Options Trading Strategies (5 Courses) 11 Hours	Profitable Options Trading Strategies For Trading Stock Options, Call & Put Using Technical Analysis w/ Risk Management	Finance & Accounting	Investing & Trading	Options Trading	English	11 hours	84.99	4.72554	161	14.99	22036	226121	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	51	5078	4.516906383	https://www.udemy.com/course/options1/	1.0	0.1585976627712854	0.2225	0.1428571428571428	0.1102756892230576	0.3615021279048414	0.8055729511178767	2.287026697495824	0.7803628444671631	240.8	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	male	/home/xyubl/Downloads/video_101-200/1349672.mp4	1	1	17	2.833213344056216	finance
1350350	Quantitative Finance & Algorithmic Trading in Python	Stock Market, Bonds, Markowitz-Portfolio Theory, CAPM, Black-Scholes Model, Value at Risk and Monte-Carlo Simulations	Finance & Accounting	Investing & Trading	Python	English	14.5 hours	109.99	4.600569	991	18.99	8201	209715	Holczer Balazs	31	26219	4.530442587	https://www.udemy.com/course/quantitative-finance-algorithmic-trading-in-python/	0.0								0.7644878029823303	38.86666666666667	Holczer Balazs	male	/home/xyubl/Downloads/video_101-200/1350350.mp4	1	1	14	2.6390573296152584	finance
1355782	Advanced Technical Analysis PART 2	Learn the secrets of professional trading from a former stock broker, and make profits investing today!	Finance & Accounting	Investing & Trading	Technical Analysis	English	3.5 hours	84.99	4.7398505	645	14.99	4673	31873	Corey Halliday	9	9174	4.504336064	https://www.udemy.com/course/advanced-technical-analysis-part-2/	0.0								0.613780677318573	415.8333333333333	Corey Halliday	male	/home/xyubl/Downloads/video_101-200/1355782.mp4	1	1	16	2.772588722239781	finance
1356742	The Complete Personal Finance Course: Save,Protect,Make More	3 Courses in 1! Save,Protect & Make More! By an Award Winning MBA Professor, VC & Best Selling Online Business Teacher.	Finance & Accounting	Finance	Personal Finance	English	16 hours	119.99	4.6494756	7235	20.99	117209	1122457	Chris Haroun	59	176550	4.525178867	https://www.udemy.com/course/the-complete-personal-finance-course-save-protect-make-more/	1.0	0.1505376344086021	0.0161290322580645	0.0483870967741935	0.3870967741935484	0.3435587612419353	0.940243873666119	2.8110589387096785	0.6848778128623962	126.03333333333332	Chris Haroun	male	/home/xyubl/Downloads/video_101-200/1356742.mp4	1	1	21	3.044522437723423	finance
1360610	Getting Started With Cryptocurrency | Bitcoin & More!	Everything You Need to Know About Cryptocurrency! From History to Investing | Bitcoin, Ethereum, Litecoin & More!	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	2 hours	24.99	4.4348044	104	14.99	1398	22859	Jason Gandy	13	1659	4.4648839	https://www.udemy.com/course/cryptocurrency-bitcoin/	1.0	0.2003514938488576	0.2789473684210526	0.2157894736842105	0.1058201058201058	0.4771478678734622	0.614541313858549	2.5392261836555345	0.7899510264396667	134.9683016349683	Jason Gandy	male	/home/xyubl/Downloads/video_101-200/1360610.mp4	1	1	17	2.833213344056216	finance
1362676	Advance Stock Options Trading Strategies (5 Courses) 10 Hour	Profitable Options Trading Strategies For Trading Stock Options, Call & Put Using Technical Analysis w/ Risk Management	Finance & Accounting	Investing & Trading	Options Trading	English	10.5 hours	89.99	4.1501613	209	15.99	30225	226121	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	51	5078	4.516906383	https://www.udemy.com/course/advance-option-strategies-bundle/	1.0	0.12	0.2025	0.0725	0.085	0.4024199758058334	0.8408521405611477	2.3392386824166675	0.7850964665412903	241.8	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	male	/home/xyubl/Downloads/video_101-200/1362676.mp4	1	1	17	2.833213344056216	finance
1363174	Financial Modeling & DCF Valuation Model: Investment Banking	Equity Valuation & Corporate Finance, FCF & Dividend Discount Models, Company Valuation Modeling For Startups & Bankers	Finance & Accounting	Financial Modeling & Analysis	Financial Modeling	English	4 hours	84.99	3.4144168	154	14.99	6446	69088	Jean-Gabriel Paquette	32	2598	3.471593494	https://www.udemy.com/course/financial-modeling-dcf-valuation-model-investment-banking/	0.0								0.5360086560249329	109.73333333333332	Jean-Gabriel Paquette	female	/home/xyubl/Downloads/video_101-200/1363174.mp4	1	0	17	2.833213344056216	finance
1368274	ICOs/IEOs: Investing in Initial Coin/Exchange Offerings 2021	Learn how to invest in Crypto Projects. From setting up ETH wallet to PRO investing strategies. Make even 10x profits!	Finance & Accounting	Investing & Trading	ICO	English	5 hours	84.99	3.9632127	317	14.99	3809	24218	Adelka Skotak	3	551	4.393976033	https://www.udemy.com/course/icos-investing-in-alt-coins-and-initial-coin-offerings/	1.0	0.1397379912663755	0.1135371179039301	0.1091703056768559	0.1965065502183406	0.2779864174410479	0.7574878749177429	3.0596602927219814	0.7615339756011963	158.1	Adelka Skotak	female	/home/xyubl/Downloads/video_101-200/1368274.mp4	1	0	20	2.995732273553991	finance
1377098	Cryptocurrency Made Easy: A Beginners Bootcamp!	Learn all you need to know to start investing in cryptocurrencies like Bitcoin, Litecoin etc.	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	3 hours	84.99	4.5733266	77	14.99	693	1049	Brendan Ellis	3	126	4.431093533	https://www.udemy.com/course/cryptomadeeasy/	1.0	0.5185185185185185	0.6111111111111112	0.2888888888888888	0.6555555555555556	0.2269580331938887	1.2547855358718851	2.926157194259257	0.7992278337478638	125.1	Brendan Ellis	male	/home/xyubl/Downloads/video_101-200/1377098.mp4	1	1	15	2.70805020110221	finance
1381898	Time, Price And Opportunity: Learn To Trade Market Profile	Learn what 95% of Hedgefunds globally use to trade financial markets	Finance & Accounting	Investing & Trading	Financial Trading	English	1 hour	84.99	3.657692	172	14.99	817	2972	Traders Club	25	978	3.897616821	https://www.udemy.com/course/time-price-and-opportunity-learn-to-trade-market-profile/	0.0								0.6167028546333313	62.4290957624291	Traders Club	unknown	/home/xyubl/Downloads/video_101-200/1381898.mp4	1	1	11	2.3978952727983707	finance
1384082	Bank Reconciliation Statement  using Excel - Easy Guide	Keep a track of Your Bank Balance through a Bank Reconciliation Statment and Develop your own Template	Finance & Accounting	Accounting & Bookkeeping	Investment Banking	English	1 hour	19.99	4.464524	93	14.99	1736	8640	Niran Marshall Perera	5	381	4.160464548	https://www.udemy.com/course/bank-reconciliation-statement/	0.0	0.0085106382978723	0.019108280254777	0.0063694267515923	0.0	0.3246256548297873	0.5336298666331385	2.115921576382977	0.7103328704833984	155.73333333333332	Niran Marshall Perera	male	/home/xyubl/Downloads/video_101-200/1384082.mp4	1	1	17	2.833213344056216	finance
1388532	Identifying AML Suspicious Transactions	How to Report AML Suspicious Transactions	Finance & Accounting	Compliance	Anti-Money Laundering	English	1 hour	24.99	4.365238	238	14.99	656	2236	g-Log Consult	4	936	4.182071134	https://www.udemy.com/course/identifying-suspicious-transactions/	0.0								0.6763239502906799	584.7	g-Log Consult	male	/home/xyubl/Downloads/video_101-200/1388532.mp4	1	1	6	1.791759469228055	finance
1388706	Binary Options Trading Ninja: The Bandit Strategy	A step-by-step guide to Bandit Binary Options Trading Strategy. Learn how to master Binary Options trading like a Pro	Finance & Accounting	Investing & Trading	Binary Options	English	1.5 hours	89.99	4.60331	166	15.99	17770	226121	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	51	5078	4.516906383	https://www.udemy.com/course/binary-bandit/	1.0	0.1734104046242774	0.3410404624277456	0.0751445086705202	0.1040462427745664	0.4148936980520231	0.8162015278901056	2.4326506568400768	0.7584608197212219	105.43333333333334	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	male	/home/xyubl/Downloads/video_101-200/1388706.mp4	1	1	19	2.9444389791664403	finance
1391362	Binary Options Trading Ninja: The Big Ben Strategy	A step-by-step guide to the easiest Nadex Binary Options Trading Strategy. Learn how 2master Binary Options thru Big Ben	Finance & Accounting	Investing & Trading	Binary Options	English	1.5 hours	84.99	4.424136	75	14.99	14864	226121	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	51	5078	4.516906383	https://www.udemy.com/course/binary-big-ben/	1.0	0.1952461799660441	0.3401015228426396	0.1122448979591836	0.1326530612244898	0.4053830356095079	0.7919572619475468	2.43200826672326	0.7590699791908264	118.2	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	male	/home/xyubl/Downloads/video_101-200/1391362.mp4	1	1	19	2.9444389791664403	finance
1395988	CFAR Level 1 (21/22) - Complete Financial Reporting Analysis	Deep dive into FRA with the Bestselling CFAR prep course provider | With visual learning + Quizzes	Finance & Accounting	Finance Cert & Exam Prep	CFA	English	8 hours	124.99	4.652097	3766	21.99	24534	44454	PrepNuggets | by Keith Tan, CFA	10	13910	4.605915039	https://www.udemy.com/course/cfa-level-1-fra-complete-mastery-course/	1.0	0.0	0.0	0.0	0.0	0.4049653317910447	0.2510547007725688	3.5935786781094508	0.7682263255119324	129.66666666666666	PrepNuggets | by Keith Tan, CFA	male	/home/xyubl/Downloads/video_101-200/1395988.mp4	1	1	17	2.833213344056216	finance
1400386	Bitcoin & Cryptocurrency Trading 2021: Achieve Wins Daily!	The Complete Guide to Cryptocurrency Trading and accumulating profits for your retirement!	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	5.5 hours	99.99	4.570329	7289	17.99	29450	378239	Suppoman ?	31	43968	4.464631189	https://www.udemy.com/course/cryptocurrencytrading/	1.0	0.0228310502283105	0.0342465753424657	0.0205479452054794	0.0136986301369863	0.3904811136312782	0.5950320382849416	3.3740928412100453	0.7848996520042419	176.1	Suppoman ?	male	/home/xyubl/Downloads/video_101-200/1400386.mp4	1	1	12	2.4849066497880004	finance
1400902	ADVANCED Swing Trading Strategy- Forex Trading/Stock Trading	Learn Swing Trading - A Technical Analysis Based Highly PROFITABLE Forex Trading & Stock Trading Strategy That Works!	Finance & Accounting	Investing & Trading	Swing Trading	English	4 hours	109.99	4.434304	2425	18.99	10949	12642	Syed Rahman	3	3571	4.487343136	https://www.udemy.com/course/advanced-swing-trading-strategy-master-of-all-strategies/	0.0	0.0	0.0	0.0	0.0	0.3352137976521738	1.0378635875711637	2.765589634782609	0.716938853263855	284.6	Syed Rahman	male	/home/xyubl/Downloads/video_101-200/1400902.mp4	1	1	18	2.8903717578961645	finance
1401278	Day Trading and Swing Trading Futures with Price Action.	Reduce risk day trading futures, swing trading futures or any financial trading using price action.	Finance & Accounting	Investing & Trading	Day Trading	English	5 hours	84.99	4.5802817	597	14.99	3569	3629	Humberto Malaspina	1	597	4.575426	https://www.udemy.com/course/day-trading-plan-optimization-for-reducing-risk/	0.0								0.5961392521858215	106.93333333333334	Humberto Malaspina	male	/home/xyubl/Downloads/video_101-200/1401278.mp4	1	1	15	2.70805020110221	finance
1405120	The COMPLETE guide to start mining bitcoin in the AWS Cloud	Learn how to use cloud mining (with AWS) to earn cryptocurrencies (Bitcoin...) (for Beginners)	Finance & Accounting	Cryptocurrency & Blockchain	Bitcoin	English	2.5 hours	69.99	4.047428	107	14.99	1754	3785	Guillaume TEILLET	7	220	4.44696561	https://www.udemy.com/course/the-complete-guide-to-start-mining-bitcoin-in-the-aws-cloud/	0.0	1.0	1.0	1.0	1.0	0.4491233843859648	0.0059218857422692	3.5002305578947337	0.7607070803642273	74.06666666666666	Guillaume TEILLET	male	/home/xyubl/Downloads/video_101-200/1405120.mp4	1	1	14	2.6390573296152584	finance
1410116	Volume Analysis Growth Based Technical Analysis Indicators	Learn Advanced Volume Analysis (Technical Analysis) to Predict Forex, Stock Trading, Day Trading or Swing Trading.	Finance & Accounting	Financial Modeling & Analysis	Volume Analysis	English	4 hours	89.99	4.3465686	114	15.99	8054	226121	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	51	5078	4.516906383	https://www.udemy.com/course/volume-indicators/	1.0	0.1673202614379084	0.2549019607843137	0.1019607843137254	0.1450980392156863	0.4396633331150332	0.7819490910074568	2.335632628366013	0.7772384881973267	154.26666666666668	Saad T. Hameed (STH) ‧ 0.31+ Million Enrollments Worldwide	male	/home/xyubl/Downloads/video_101-200/1410116.mp4	1	1	16	2.772588722239781	finance
